    #,  TwoTheta,     Theta, Detector,  Monitor,  Seconds,       I0,       I2,    Foils, Normalized,     kpow,      ch5,      ch6,      ch7,    ICRxT,    OCRxT,     ROI1,     ROI2,     ROI3,     ROI4,     ROI5,     ROI6,     ROI7,   gkcnt1,   gkcnt2,      pd1,      pd2,      pd3,      pd4,      pd5,      pd6,      pd7,      pd8,      pd9,     pd10,     pd11,     pd12,     pd13,     pd14,     pd15,     pd16,     pd17,     pd18
    0,         0,         0,        0,   167541,   1.0000,      180,      374,     0110, 1934.2992,        0,        1,   276283,   275117,      229,      228,        1,        0,        7,        0,        0,        0,        0,        0,        0,   666283,    90485,   634882,       67,   647981,      119,       -2,   625351,   549346,        4,   625682,      120,       -2,       -2,       -2,       -2,        0,        0
    1,    0.0286,    0.0143,        0,   167456,   1.0001,      183,      374,     0110, 70.288539,        0,        0,   276449,   275071, 200.01469, 200.01469,        1,        2,        8,        0,        0,        0,        0,        0,        0,   715223,     3534,   677163,       58,   693472,       97,       -2,   668320,    19952,        7,   669006,      137,       -2,       -2,       -2,       -2,        0,        0
    2,    0.0571,    0.0286,        0,   167404,   1.0003,      184,      374,     0110, 86.862489,        0,        0,   276515,   275276, 198.05819, 210.06171,        0,        2,        8,        0,        0,        0,        0,        0,        0,   761291,     4353,   718647,       76,   736502,      110,       -2,   128408,    24649,        4,   709074,      155,       -2,       -2,       -2,       -2,        0,        0
    3,    0.0857,    0.0429,        0,   167512,   1.0007,      183,      375,     0110, 124.57676,        0,        0,   276660,   275482, 195.12894, 195.12894,        1,        3,       12,        0,        0,        0,        0,        0,        0,   810628,     6388,   176068,       77,   782021,      119,       -2,   122342,    35374,        5,   747910,      180,       -2,       -2,       -2,       -2,        0,        0
    4,    0.1143,    0.0571,        0,   167606,   1.0012,      185,      374,     0110, 173.91333,        0,        0,   276835,   275766, 183.21512, 195.22922,        1,        3,        8,        0,        1,        1,        1,        0,        0,   574190,     9015,   182425,       66,   542769,      106,       -2,   157731,    49411,        6,   502966,      133,       -2,       -2,       -2,       -2,        0,        0
    5,    0.1429,    0.0714,        0,   167627,   1.0018,      321,      373,     0010, 255.49279,        0,        1,   277210,   276105, 304.55837, 286.52531,        7,       22,       58,        0,        0,        0,        0,        0,        0,  3012653,   118597,  2134406,      474,  2675152,      843,       -2,  1911123,   617041,       49,  2222575,      548,       -2,       -2,       -2,       -2,        0,        0
    6,    0.1714,    0.0857,        0,   167773,   1.0026,      322,      375,     0010, 302.56599,        0,        1,   277526,   276341, 294.7776, 296.78289,        3,       37,       74,        0,        0,        0,        0,        0,        0,  3388961,   140892,  2531898,      477,  3017757,      886,       -2,  2275415,   731364,       45,  2488561,      578,       -2,       -2,       -2,       -2,        0,        0
    7,       0.2,       0.1,        0,   168022,   1.0036,      322,      375,     0010, 360.95371,        0,        2,   277757,   276589, 308.1052,  306.098,        9,       26,       63,        0,        0,        0,        0,        0,        0,  3848197,   173004,  2951822,      422,  3427005,      836,       -2,  2665523,   873794,       50,  2862556,      692,       -2,       -2,       -2,       -2,        0,        0
    8,    0.2286,    0.1143,        0,   168239,   1.0047,      323,      376,     0010, 408.77854,        0,        0,   277991,   276905, 338.58459, 319.49525,        9,       32,       80,        0,        0,        0,        0,        0,        0,  4321630,   197347,  3362630,      401,  3865592,      767,       -2,  3036398,   990846,       30,  3244441,      784,       -2,       -2,       -2,       -2,        0,        0
    9,    0.2571,    0.1286,        1,   168422,   1.0060,      322,      377,     0010, 464.77611,        0,        2,   278278,   277188, 303.79721, 290.71984,        8,       40,       76,        0,        0,        0,        0,        0,        0,  4788462,   226321,  3784378,      395,  4323386,      748,       -2,  3408408,  1127805,       29,  3638211,      894,       -2,       -2,       -2,       -2,        0,        0
   10,    0.2857,    0.1429,        0,   168619,   1.0073,      324,      378,     0010, 507.64888,        0,        0,   278613,   277450, 337.46122, 317.31429,       12,       48,       61,        0,        0,        0,        0,        0,        0,  5241049,   249074,  4189401,      370,  4768744,      708,       -2,  3771173,  1233279,       42,  4022738,      939,       -2,       -2,       -2,       -2,        0,        0
   11,    0.3143,    0.1571,        1,   168809,   1.0089,      324,      379,     0010, 565.50075,        0,        2,   279025,   277744, 335.9603, 323.85362,       14,       64,       72,        0,        0,        0,        0,        0,        0,  5662459,   280643,  4583993,      331,  5200370,      639,       -2,  4126016,  1375372,       27,  4408294,     1044,       -2,       -2,       -2,       -2,        0,        0
   12,    0.3429,    0.1714,        0,   169063,   1.0106,      216,      379,     1010, 546.43432,        0,        0,   279353,   278292, 281.95171, 275.88823,        7,       19,       19,        0,        0,        0,        0,        0,        0,  1772630,    87762,  1448174,      103,  1641744,      210,       -2,  1301492,   425679,        7,  1394351,      338,       -2,       -2,       -2,       -2,        0,        0
   13,    0.3714,    0.1857,        1,   169371,   1.0124,      215,      381,     1010, 564.44038,        0,        1,   279869,   278717, 221.71918, 216.65709,        6,       24,       10,        0,        0,        0,        0,        0,        0,  1877604,    90230,  1548579,       85,  1753341,      199,       -2,  1392834,   440507,        6,  1494994,      359,       -2,       -2,       -2,       -2,        0,        0
   14,       0.4,       0.2,        0,   169591,   1.0144,      216,      382,     1010, 596.40272,        0,        0,   280386,   279221,  284.032, 280.9888,        7,       21,       21,        0,        0,        0,        0,        0,        0,  1970788,    95921,  1641825,      119,  1855046,      209,       -2,  1477281,   466056,       15,  1589948,      387,       -2,       -2,       -2,       -2,        0,        0
   15,    0.4286,    0.2143,        0,   169930,   1.0165,      217,      383,     1010, 620.6482,        0,        1,   280938,   279868, 230.75245, 203.30612,        3,       25,       17,        0,        0,        0,        0,        0,        0,  2053636,   100703,  1730050,       99,  1948210,      193,       -2,  1555482,   485972,       14,  1679102,      372,       -2,       -2,       -2,       -2,        0,        0
   16,    0.4571,    0.2286,        0,   170176,   1.0188,      217,      384,     1010, 648.54049,        0,        0,   281646,   280505, 248.58919, 241.45753,        3,       27,       17,        0,        0,        0,        0,        0,        0,  2118159,   107018,  1805960,       89,  2027008,      182,       -2,  1624233,   508547,       13,  1757434,      370,       -2,       -2,       -2,       -2,        0,        0
   17,    0.4857,    0.2429,        1,   170580,   1.0212,      218,      385,     1010, 671.28051,        0,        1,   282411,   281125, 268.58419, 255.30816,        7,       45,       24,        0,        1,        1,        1,        0,        0,  2160172,   111177,  1865656,      102,  2083117,      185,       -2,  1680705,   527628,        5,  1821894,      396,       -2,       -2,       -2,       -2,        0,        0
   18,    0.5143,    0.2571,        0,   170832,   1.0238,      217,      385,     1010, 701.50235,        0,        0,   283038,   281917, 336.83154, 339.90296,        9,       62,       20,        0,        0,        0,        0,        0,        0,  2175821,   116989,  1903214,       93,  2111752,      195,       -2,  1718763,   552197,        6,  1868213,      402,       -2,       -2,       -2,       -2,        0,        0
   19,    0.5429,    0.2714,        0,   171197,   1.0265,      218,      387,     1010, 706.3096,        0,        0,   283858,   282609, 562.5343, 578.95866,        8,       62,       21,        0,        0,        0,        0,        0,        0,  2162673,   119066,  1916644,      106,  2110783,      186,       -2,  1734606,   557169,        5,  1891729,      427,       -2,       -2,       -2,       -2,        0,        0
   20,    0.5714,    0.2857,        0,   171628,   1.0294,      218,      388,     1010, 694.06462,        0,        1,   284703,   283419, 298.52245, 304.69878,        9,       70,       31,        0,        0,        0,        0,        0,        0,  2108021,   118728,  1889535,      108,  2066406,      191,       -2,  1716944,   548888,       16,  1878128,      413,       -2,       -2,       -2,       -2,        0,        0
   21,       0.6,       0.3,        0,   172091,   1.0324,      220,      389,     1010, 672.74749,        0,        1,   285657,   284262, 324.1736, 312.8172,       13,       91,       34,        0,        0,        0,        0,        0,        0,  1994036,   115300,  1802400,       92,  1961272,      171,       -2,  1642313,   533465,        9,  1807373,      370,       -2,       -2,       -2,       -2,        0,        0
   22,    0.6286,    0.3143,        0,   172491,   1.0356,      222,      390,     1010, 603.91832,        0,        1,   286556,   285193, 336.55673, 335.52118,       17,      101,       34,        0,        0,        0,        0,        0,        0,  1784862,   103373,  1617928,      105,  1759227,      177,       -2,  1474868,   479999,       11,  1638887,      328,       -2,       -2,       -2,       -2,        0,        0
   23,    0.6571,    0.3286,        0,   173003,   1.0389,      222,      391,     1010, 508.76666,        0,        0,   287505,   286090, 337.63122, 336.59236,       24,      101,       29,        0,        0,        0,        0,        0,        0,  1511050,    87020,  1367636,       90,  1491660,      151,       -2,  1244556,   405572,       10,  1404165,      302,       -2,       -2,       -2,       -2,        0,        0
   24,    0.6857,    0.3429,        0,   173629,   1.0423,      222,      394,     1010, 400.06549,        0,        1,   288335,   287278, 376.27693, 384.61548,       28,      114,       48,        0,        0,        0,        0,        0,        0,  1217576,    68015,  1094728,       76,  1202306,      125,       -2,   992484,   320073,       10,  1142199,      203,       -2,       -2,       -2,       -2,        0,        0
   25,    0.7143,    0.3571,        0,   174216,   1.0459,      223,      394,     1010, 302.54387,        0,        2,   289428,   288377, 389.08163, 379.66837,       22,      149,       52,        0,        0,        0,        0,        0,        0,   929162,    50452,   826458,       70,   917626,      109,       -2,   744428,   242869,        6,   878317,      183,       -2,       -2,       -2,       -2,        0,        0
   26,    0.7429,    0.3714,        0,   174768,   1.0497,      224,      395,     1010, 204.50396,        0,        0,   290660,   289440, 423.01512, 426.16411,       29,      151,       73,        0,        0,        0,        0,        0,        0,   661788,    33771,   576929,       73,   652463,      116,       -2,   513786,   164687,        7,   627012,      132,       -2,       -2,       -2,       -2,        0,        0
   27,    0.7714,    0.3857,        0,   175554,   1.0536,      224,      396,     1010, 124.90704,        0,        0,   291863,   290548, 426.69147, 411.94164,       29,      158,       82,        0,        0,        0,        0,        0,        0,   444329,    20129,   375954,       51,   436979,       74,       -2,   328913,   101040,        5,   420498,       98,       -2,       -2,       -2,       -2,        0,        0
   28,       0.8,       0.4,        0,   176166,   1.0576,     1834,      399,     0100, 105.01885,        0,        2,   292934,   291537, 8198.5152, 7990.168,      857,     5052,     2952,        0,        0,        0,        0,        0,        0, 10282304,   413267,  8406819,     1367, 10078008,     2216,       -2,  7211569,  2176703,      110,  9665592,     1883,       -2,       -2,       -2,       -2,        0,        0
   29,    0.8286,    0.4143,        0,   176861,   1.0618,     1841,      400,     0100, 60.100863,        0,        0,   293912,   292534, 8549.515, 8320.1688,      860,     5076,     3307,        0,        0,        0,        0,        0,        0,  6593683,   229315,  5163689,     1028,  6428323,     1730,       -2,  4329829,  1250612,       99,  6100145,     1278,       -2,       -2,       -2,       -2,        0,        0
   30,    0.8571,    0.4286,        0,   177894,   1.0661,     1858,      401,     0100, 38.393623,        0,        0,   295135,   293883, 8584.418, 8352.0033,      794,     5030,     3471,        0,        0,        0,        0,        0,        0,  4458740,   143732,  3407269,      866,  4324626,     1481,       -2,  2832570,   803582,       78,  4036285,      851,       -2,       -2,       -2,       -2,        0,        0
   31,    0.8857,    0.4429,        0,   179272,   1.0706,     1872,      403,     0100, 29.162318,        0,        0,   297088,   295838, 8698.6582, 8477.0431,      841,     4890,     3679,        0,        0,        0,        0,        0,        0,  3315875,   108168,  2558744,      778,  3206526,     1301,       -2,  2154190,   615098,       74,  2944144,      612,       -2,       -2,       -2,       -2,        0,        0
   32,    0.9143,    0.4571,        0,   180762,   1.0752,     1889,      405,     0100, 26.655335,        0,        1,   299186,   298007, 8758.8452, 8528.7454,      767,     4769,     3924,        0,        0,        0,        0,        0,        0,  2758799,   100564,  2213951,      625,  2670180,     1094,       -2,  1914349,   566893,       52,  2431351,      534,       -2,       -2,       -2,       -2,        0,        0
   33,    0.9429,    0.4714,        1,   181841,   1.0800,     1902,      408,     0100, 25.687474,        0,        1,   301356,   300066, 8715.6659, 8496.4242,      764,     4592,     3965,        0,        0,        0,        0,        0,        0,  2461240,    98940,  2060561,      536,  2389344,      950,       -2,  1823403,   549570,       41,  2178678,      488,       -2,       -2,       -2,       -2,        0,        0
   34,    0.9714,    0.4857,        1,   182706,   1.0849,     1911,      408,     0100, 24.920584,        0,        2,   302728,   301730, 8910.5351, 8663.1709,      768,     4498,     4198,        0,        0,        0,        0,        0,        0,  2262480,    96978,  1958316,      469,  2204076,      816,       -2,  1759103,   535699,       42,  2024911,      441,       -2,       -2,       -2,       -2,        0,        0
   35,         1,       0.5,        0,   183528,   1.0900,     1919,      411,     0100, 23.717316,        0,        0,   304153,   303145,  9033.92,   8807.2,      726,     4511,     4339,        0,        0,        0,        0,        0,        0,  2055451,    94736,  1812943,      406,  2007926,      706,       -2,  1640803,   512127,       32,  1863836,      363,       -2,       -2,       -2,       -2,        0,        0
   36,    1.0286,    0.5143,        0,   184323,   1.0952,     1928,      412,     0100, 21.492732,        0,        0,   305678,   304598, 8940.2509, 8689.4463,      698,     4440,     4369,        0,        0,        0,        0,        0,        0,  1829620,    87285,  1627105,      321,  1789994,      587,       -2,  1476387,   466102,       26,  1678234,      367,       -2,       -2,       -2,       -2,        0,        0
   37,    1.0571,    0.5286,        0,   185195,   1.1006,     1939,      414,     0100, 18.858154,        0,        0,   307186,   306155, 8956.5167, 8718.7915,      703,     4400,     4372,        0,        0,        0,        0,        0,        0,  1571746,    78972,  1398602,      322,  1537760,      533,       -2,  1268353,   410902,       33,  1454808,      323,       -2,       -2,       -2,       -2,        0,        0
   38,    1.0857,    0.5429,        0,   186131,   1.1061,     1948,      416,     0100, 15.744447,        0,        1,   308719,   307681, 9020.1623, 8802.2626,      675,     4314,     4668,        0,        0,        0,        0,        0,        0,  1301721,    68779,  1151114,      266,  1271797,      473,       -2,  1042359,   344791,       34,  1212502,      239,       -2,       -2,       -2,       -2,        0,        0
   39,    1.1143,    0.5571,        0,   186965,   1.1117,     1958,      419,     0100, 12.836008,        0,        3,   310308,   309099, 9231.9466, 8970.686,      724,     4176,     4804,        0,        0,        0,        0,        0,        0,  1048741,    58369,   917071,      253,  1021380,      435,       -2,   827319,   282358,       28,   979226,      195,       -2,       -2,       -2,       -2,        0,        0
   40,    1.1429,    0.5714,        0,   187808,   1.1176,     1967,      422,     0100, 9.8588372,        0,        0,   311920,   310679, 8978.4049, 8741.4841,      657,     3989,     4907,        2,        0,        0,        0,        0,        0,   815638,    46615,   701146,      215,   790228,      355,       -2,   628917,   217846,       28,   759911,      153,       -2,       -2,       -2,       -2,        0,        0
   41,    1.1714,    0.5857,        0,   188849,   1.1235,     1977,      423,     0100, 7.3706739,        0,        0,   313575,   312373, 9118.3426, 8863.3076,      661,     4033,     4876,        0,        0,        0,        0,        0,        0,   622046,    36653,   523628,      176,   598258,      313,       -2,   467703,   163769,       16,   574808,      121,       -2,       -2,       -2,       -2,        0,        0
   42,       1.2,       0.6,        1,   189731,   1.1296,     1987,      425,     0100, 5.4255809,        0,        1,   315282,   314111, 9207.3696, 8971.2832,      659,     4052,     5045,        0,        0,        0,        0,        0,        0,   469301,    27972,   384694,      183,   446637,      304,       -2,   341306,   121114,       15,   426521,       97,       -2,       -2,       -2,       -2,        0,        0
   43,    1.2286,    0.6143,        0,   190675,   1.1358,    18088,      429,     0000, 4.7452314,        0,        0,   317089,   315853, 89477.318, 73750.409,     5394,    32999,    41866,        0,        0,        0,        0,        0,        0,  3596501,   214803,  2886944,     1513,  3384911,     2654,       -2,  2551752,   904797,      162,  3197346,      680,       -2,       -2,       -2,       -2,        0,        0
   44,    1.2571,    0.6286,        0,   191810,   1.1422,    18199,      430,     0000, 3.8222251,        0,        0,   318987,   317650, 89374.313, 73582.89,     5058,    32351,    42436,        1,        0,        0,        0,        0,        0,  2924862,   176518,  2316881,     1413,  2724960,     2413,       -2,  2049350,   733141,      137,  2532474,      563,       -2,       -2,       -2,       -2,        0,        0
   45,    1.2857,    0.6429,        0,   192930,   1.1488,    18308,      433,     0000, 3.4164775,        0,        1,   320692,   319665, 89866.411, 74045.474,     5171,    31757,    43441,        2,        0,        0,        0,        0,        0,  2590033,   159219,  2064353,     1327,  2403042,     2351,       -2,  1840312,   659141,      134,  2197956,      451,       -2,       -2,       -2,       -2,        0,        0
   46,    1.3143,    0.6571,        0,   193996,   1.1555,    18412,      435,     0000, 3.4928607,        0,        1,   322558,   321510, 90479.547, 74423.257,     5183,    31590,    43564,        0,        0,        0,        0,        0,        0,  2512145,   164231,  2051596,     1271,  2338438,     2186,       -2,  1850251,   677601,      114,  2123064,      547,       -2,       -2,       -2,       -2,        0,        0
   47,    1.3429,    0.6714,        0,   195124,   1.1623,    18513,      437,     0000, 3.8181618,        0,        1,   324587,   323375, 91707.312, 75193.44,     5036,    31050,    44537,        0,        0,        0,        0,        0,        0,  2609634,   182485,  2198520,     1167,  2449965,     1998,       -2,  2005825,   745015,      134,  2226207,      455,       -2,       -2,       -2,       -2,        0,        0
   48,    1.3714,    0.6857,        0,   196375,   1.1693,    18632,      440,     0000, 4.2702075,        0,        1,   326611,   325412, 91519.034, 75207.67,     4907,    30771,    45183,        1,        0,        0,        0,        0,        0,  2813881,   209056,  2435297,     1082,  2666646,     1917,       -2,  2240309,   838562,       91,  2438901,      486,       -2,       -2,       -2,       -2,        0,        0
   49,       1.4,       0.7,        0,   197658,   1.1764,    18756,      443,     0000, 4.7696172,        0,        0,   328607,   327426, 92045.065, 75988.382,     4894,    30615,    46155,        1,        0,        0,        0,        0,        0,  3028029,   240276,  2674156,     1054,  2893907,     1752,       -2,  2474314,   942753,      102,  2673365,      577,       -2,       -2,       -2,       -2,        0,        0
   50,    1.4286,    0.7143,        0,   198997,   1.1837,    18885,      445,     0000, 5.1600074,        0,        0,   330603,   329450, 92019.959, 75791.796,     4762,    30243,    46238,        2,        0,        0,        0,        0,        0,  3209505,   268456,  2873968,     1008,  3087543,     1680,       -2,  2667362,  1026826,       86,  2879795,      609,       -2,       -2,       -2,       -2,        0,        0
   51,    1.4571,    0.7286,        0,   200278,   1.1911,    19005,      448,     0000, 5.402146,        0,        0,   332630,   331392, 93210.242, 76662.375,     4702,    30060,    47038,        3,        0,        0,        0,        0,        0,  3316632,   288594,  2994847,     1002,  3204133,     1703,       -2,  2783429,  1081931,       89,  3016002,      622,       -2,       -2,       -2,       -2,        0,        0
   52,    1.4857,    0.7429,        0,   201692,   1.1987,    19134,      450,     0000, 5.410636,        0,        0,   334623,   333395, 93847.982, 77161.419,     4708,    30072,    47500,        2,        0,        0,        0,        0,        0,  3315877,   296548,  3003675,      943,  3211072,     1584,       -2,  2792007,  1091282,       97,  3045043,      617,       -2,       -2,       -2,       -2,        0,        0
   53,    1.5143,    0.7571,        1,   203011,   1.2064,    19269,      455,     0000, 5.2644881,        0,        1,   336680,   335410, 94111.766, 77870.333,     4785,    29902,    48412,        1,        0,        0,        0,        0,        0,  3200980,   295091,  2900558,      897,  3102091,     1520,       -2,  2695258,  1068749,       73,  2963444,      586,       -2,       -2,       -2,       -2,        0,        0
   54,    1.5429,    0.7714,        0,   204561,   1.2142,    19414,      457,     0000, 4.8388598,        0,        0,   338782,   337423, 94402.049, 77901.786,     4529,    29389,    48856,        2,        0,        0,        0,        0,        0,  2985850,   276833,  2696455,      787,  2891151,     1387,       -2,  2501704,   989842,       73,  2776605,      561,       -2,       -2,       -2,       -2,        0,        0
   55,    1.5714,    0.7857,        0,   206019,   1.2222,    19548,      459,     0000, 4.2598692,        0,        0,   340857,   339600, 95481.771, 78635.57,     4549,    29039,    49828,        1,        0,        0,        0,        0,        0,  2686282,   249859,  2408718,      806,  2594068,     1382,       -2,  2230616,   877614,       78,  2500816,      513,       -2,       -2,       -2,       -2,        0,        0
   56,       1.6,       0.8,        0,   207379,   1.2304,    19677,      461,     0000, 3.6329378,        0,        0,   343025,   341613, 96417.835, 79296.819,     4592,    29002,    50356,        0,        0,        0,        0,        0,        0,  2339130,   217117,  2076975,      748,  2249049,     1255,       -2,  1918050,   753395,       70,  2174810,      532,       -2,       -2,       -2,       -2,        0,        0
   57,    1.6286,    0.8143,        0,   208854,   1.2387,    19815,      464,     0000, 3.0096192,        0,        0,   345152,   343699, 97256.691, 80223.299,     4553,    29136,    51107,        1,        0,        0,        0,        0,        0,  1986535,   184391,  1739826,      713,  1897827,     1224,       -2,  1601455,   628571,       70,  1835661,      540,       -2,       -2,       -2,       -2,        0,        0
   58,    1.6571,    0.8286,        0,   210405,   1.2472,    19964,      468,     0000, 2.4656971,        0,        0,   347388,   345801, 97549.659, 80265.393,     4569,    28793,    51293,        0,        1,        1,        1,        0,        0,  1662249,   154297,  1430140,      702,  1574421,     1196,       -2,  1312199,   518795,       70,  1519179,      595,       -2,       -2,       -2,       -2,        0,        0
   59,    1.6857,    0.8429,        0,   211907,   1.2557,    20110,      471,     0000, 2.004988,        0,        0,   349544,   348083, 98235.827, 81086.091,     4415,    28338,    52615,        0,        0,        0,        0,        0,        0,  1387918,   128127,  1172626,      653,  1301545,     1116,       -2,  1072322,   424871,       62,  1247905,      719,       -2,       -2,       -2,       -2,        0,        0
   60,    1.7143,    0.8571,        0,   213392,   1.2645,    20247,      474,     0000, 1.7109732,        0,        1,   351820,   350272, 98666.874, 81576.03,     4356,    28477,    52746,        1,        0,        0,        0,        0,        0,  1193269,   112031,   995041,      592,  1109818,     1003,       -2,   908698,   365108,       57,  1053834,      819,       -2,       -2,       -2,       -2,        0,        0
   61,    1.7429,    0.8714,        0,   214943,   1.2734,    20396,      477,     0000, 1.5293078,        0,        0,   354146,   352518, 99556.637, 82317.624,     4296,    28348,    53341,        0,        0,        0,        0,        0,        0,  1078471,   102180,   894169,      526,   997569,      940,       -2,   818279,   328714,       48,   935903,      926,       -2,       -2,       -2,       -2,        0,        0
   62,    1.7714,    0.8857,        0,   216519,   1.2824,    20543,      481,     0000, 1.4887793,        0,        0,   356529,   354948, 100127.22, 82390.119,     4295,    28059,    53757,        1,        0,        0,        0,        0,        0,  1045462,   100109,   874206,      561,   968096,      945,       -2,   803948,   322349,       40,   899212,     1062,       -2,       -2,       -2,       -2,        0,        0
   63,       1.8,       0.9,        0,   218181,   1.2916,    20704,      485,     0000, 1.5621984,        0,        0,   358971,   357421, 100857.17, 83252.661,     4166,    28053,    54627,        1,        0,        0,        0,        0,        0,  1078502,   104870,   917719,      542,  1005304,      908,       -2,   848588,   340842,       41,   929655,     1186,       -2,       -2,       -2,       -2,        0,        0
   64,    1.8286,    0.9143,        0,   219831,   1.3009,    20854,      488,     0000, 1.6962849,        0,        1,   361451,   359961, 101678.13, 83573.083,     4265,    27808,    54830,        0,        0,        0,        0,        0,        0,  1153654,   113629,  1001212,      550,  1084943,      898,       -2,   930534,   372896,       54,  1004332,     1330,       -2,       -2,       -2,       -2,        0,        0
   65,    1.8571,    0.9286,        0,   221439,   1.3104,    21001,      491,     0000, 1.8692958,        0,        1,   363968,   362401, 101810.85, 83805.844,     4158,    27529,    55518,        0,        0,        0,        0,        0,        0,  1253422,   124147,  1108140,      509,  1189490,      883,       -2,  1032995,   413935,       42,  1106459,     1554,       -2,       -2,       -2,       -2,        0,        0
   66,    1.8857,    0.9429,        0,   222918,   1.3200,    21149,      496,     0000, 1.9976269,        0,        1,   366537,   364795, 102466.21, 84379.127,     4198,    27390,    55665,        1,        0,        0,        0,        0,        0,  1341404,   131090,  1200671,      508,  1281710,      874,       -2,  1120979,   445307,       39,  1199020,     1619,       -2,       -2,       -2,       -2,        0,        0
   67,    1.9143,    0.9571,        0,   224569,   1.3298,    21308,      498,     0000, 2.0813069,        0,        0,   369057,   367321, 103244.66, 85014.375,     4105,    27414,    56494,        1,        0,        0,        0,        0,        0,  1399524,   135150,  1263342,      486,  1344452,      849,       -2,  1178706,   467397,       38,  1266330,     1603,       -2,       -2,       -2,       -2,        0,        0
   68,    1.9429,    0.9714,        1,   226280,   1.3397,    21465,      502,     0000, 2.0882491,        0,        2,   371627,   370090, 103679.78, 85707.404,     4071,    27181,    57198,        4,        0,        0,        0,        0,        0,  1420535,   134404,  1287447,      492,  1368941,      828,       -2,  1200708,   472529,       43,  1297367,     1737,       -2,       -2,       -2,       -2,        0,        0
   69,    1.9714,    0.9857,        2,   227987,   1.3498,    21632,      507,     0000, 1.9876002,        0,        2,   374455,   372865, 104535.66, 86246.038,     4104,    27128,    57365,        0,        0,        0,        0,        0,        0,  1393513,   126831,  1263615,      489,  1345434,      805,       -2,  1175932,   453147,       40,  1281286,     1803,       -2,       -2,       -2,       -2,        0,        0
   70,         2,         1,        0,   229783,   1.3600,    21797,      510,     0000, 1.844784,        0,        1,   377370,   375674, 105155.2, 86918.96,     4220,    26584,    58180,        1,        0,        0,        0,        0,        0,  1318954,   116244,  1192202,      485,  1273036,      806,       -2,  1106191,   423900,       48,  1218944,     1864,       -2,       -2,       -2,       -2,        0,        0
   71,    2.0286,    1.0143,        0,   231664,   1.3704,    21978,      515,     0000, 1.641347,        0,        1,   380163,   378560, 105802.69, 87412.472,     4000,    26858,    58454,        0,        0,        0,        0,        0,        0,  1206400,   102716,  1083027,      444,  1162191,      733,       -2,  1001418,   380241,       51,  1117385,     1927,       -2,       -2,       -2,       -2,        0,        0
   72,    2.0571,    1.0286,        1,   233407,   1.3809,    22144,      518,     0000, 1.4067102,        0,        2,   382986,   381301, 105456.68, 87214.072,     4047,    26338,    58553,        1,        0,        0,        0,        0,        0,  1064981,    86736,   946946,      415,  1022485,      733,       -2,   871547,   328336,       31,   986516,     1999,       -2,       -2,       -2,       -2,        0,        0
   73,    2.0857,    1.0429,        0,   235194,   1.3915,    22309,      522,     0000, 1.1654464,        0,        1,   385821,   384032, 106607.01, 88404.553,     3991,    26540,    59472,        1,        0,        0,        0,        0,        0,   915578,    71116,   802931,      441,   874107,      759,       -2,   734910,   274106,       39,   844492,     1975,       -2,       -2,       -2,       -2,        0,        0
   74,    2.1143,    1.0571,        0,   237063,   1.4023,    22487,      526,     0000, 0.94434391,        0,        1,   388615,   386802, 108037.41, 89134.16,     4003,    26523,    59927,        1,        1,        1,        1,        0,        0,   770111,    56591,   663443,      400,   729372,      695,       -2,   604059,   223869,       30,   704652,     1863,       -2,       -2,       -2,       -2,        0,        0
   75,    2.1429,    1.0714,        0,   238934,   1.4133,    22665,      531,     0000, 0.7519315,        0,        1,   391420,   389736, 108492.14, 89599.607,     4084,    26459,    60271,        0,        0,        0,        0,        0,        0,   640029,    44853,   540159,      351,   599948,      593,       -2,   489665,   179662,       31,   577589,     1834,       -2,       -2,       -2,       -2,        0,        0
   76,    2.1714,    1.0857,        0,   240731,   1.4244,    22839,      537,     0000, 0.59764218,        0,        1,   394256,   392826, 109174.28, 90416.897,     4037,    26625,    60913,        1,        0,        0,        0,        0,        0,   532197,    36017,   439014,      349,   493008,      607,       -2,   396456,   143871,       40,   471534,     1692,       -2,       -2,       -2,       -2,        0,        0
   77,       2.2,       1.1,        0,   242482,   1.4356,    23006,      540,     0000, 0.50386833,        0,        0,   397355,   395848, 109371.19, 90528.936,     4000,    26512,    60894,        1,        0,        0,        0,        0,        0,   458786,    31035,   372428,      343,   420586,      588,       -2,   335353,   122179,       28,   398249,     1668,       -2,       -2,       -2,       -2,        0,        0
   78,    2.2286,    1.1143,        1,   244375,   1.4470,    23183,      544,     0000, 0.44818824,        0,        1,   400410,   399022, 110808.88, 91542.233,     3871,    26343,    62208,        1,        0,        0,        0,        0,        0,   413806,    28496,   334274,      345,   377415,      580,       -2,   301973,   109526,       30,   353151,     1669,       -2,       -2,       -2,       -2,        0,        0
   79,    2.2571,    1.1286,        0,   246071,   1.4585,    23342,      548,     0000, 0.44250237,        0,        0,   403693,   402157, 110852.08, 91989.011,     3952,    26069,    62553,        1,        0,        0,        0,        0,        0,   399586,    28559,   325635,      308,   364288,      544,       -2,   295660,   108887,       26,   337919,     1640,       -2,       -2,       -2,       -2,        0,        0
